Type,Intervals,ClockTime
2,80,79770.000000
0,20,633.000000
1,20,1739.000000
2,20,1907.000000
0,21,408.000000
1,21,1833.000000
2,21,2060.000000
0,22,417.000000
1,22,2004.000000
2,22,2258.000000
0,23,417.000000
1,23,2239.000000
2,23,2496.000000
0,24,464.000000
1,24,2510.000000
2,24,2799.000000
0,25,460.000000
1,25,2780.000000
2,25,3133.000000
0,26,517.000000
1,26,3156.000000
2,26,3454.000000
0,27,529.000000
1,27,3473.000000
2,27,3726.000000
0,28,517.000000
1,28,3847.000000
2,28,4208.000000
0,29,575.000000
1,29,4191.000000
2,29,4594.000000
0,30,564.000000
1,30,4548.000000
2,30,4934.000000
0,31,621.000000
1,31,4948.000000
2,31,5394.000000
0,32,611.000000
1,32,5775.000000
2,32,6341.000000
0,33,645.000000
1,33,6341.000000
2,33,11267.000000
0,34,1647.000000
1,34,12135.000000
2,34,16107.000000
0,35,1624.000000
1,35,7191.000000
2,35,8124.000000
0,36,684.000000
1,36,7621.000000
2,36,7951.000000
0,37,729.000000
1,37,8148.000000
2,37,8619.000000
0,38,746.000000
1,38,8766.000000
2,38,9209.000000
0,39,746.000000
1,39,9451.000000
2,39,10312.000000
0,40,802.000000
1,40,10180.000000
2,40,10822.000000
0,41,863.000000
1,41,12210.000000
2,41,13413.000000
0,42,840.000000
1,42,12648.000000
2,42,12999.000000
0,43,931.000000
1,43,14305.000000
2,43,22198.000000
0,44,1300.000000
1,44,21964.000000
2,44,13960.000000
0,45,940.000000
1,45,14318.000000
2,45,14595.000000
0,46,869.000000
1,46,15105.000000
2,46,16231.000000
0,47,910.000000
1,47,16161.000000
2,47,17059.000000
0,48,918.000000
1,48,17356.000000
2,48,19012.000000
0,49,914.000000
1,49,18623.000000
2,49,18874.000000
0,50,978.000000
1,50,19414.000000
2,50,25306.000000
0,51,1168.000000
1,51,29995.000000
2,51,23139.000000
0,52,1644.000000
1,52,22962.000000
2,52,24576.000000
0,53,1557.000000
1,53,23550.000000
2,53,25202.000000
0,54,1551.000000
1,54,25305.000000
2,54,32560.000000
0,55,1440.000000
1,55,35090.000000
2,55,30460.000000
0,56,2068.000000
1,56,29472.000000
2,56,27675.000000
0,57,1097.000000
1,57,28107.000000
2,57,28487.000000
0,58,1111.000000
1,58,29629.000000
2,58,30336.000000
0,59,1203.000000
1,59,32616.000000
2,59,36282.000000
0,60,2136.000000
1,60,43055.000000
2,60,39370.000000
0,61,1279.000000
1,61,35279.000000
2,61,34946.000000
0,62,1328.000000
1,62,36369.000000
2,62,36602.000000
0,63,1249.000000
1,63,38182.000000
2,63,55567.000000
0,64,3297.000000
1,64,42938.000000
2,64,40528.000000
0,65,1347.000000
1,65,41658.000000
2,65,45225.000000
0,66,1345.000000
1,66,43858.000000
2,66,53995.000000
0,67,1896.000000
1,67,53836.000000
2,67,46345.000000
0,68,1428.000000
1,68,48151.000000
2,68,48209.000000
0,69,1412.000000
1,69,49823.000000
2,69,65162.000000
0,70,2362.000000
1,70,54242.000000
2,70,54989.000000
0,71,1463.000000
1,71,54647.000000
2,71,67397.000000
0,72,4108.000000
1,72,62276.000000
2,72,58680.000000
0,73,1577.000000
1,73,60043.000000
2,73,59796.000000
0,74,2367.000000
1,74,73227.000000
2,74,74213.000000
0,75,2311.000000
1,75,67781.000000
2,75,66500.000000
0,76,1566.000000
1,76,66251.000000
2,76,79514.000000
0,77,2766.000000
1,77,76395.000000
2,77,71850.000000
0,78,1633.000000
1,78,72465.000000
2,78,88252.000000
0,79,1691.000000
1,79,75422.000000
2,79,76824.000000
0,80,1660.000000
1,80,77488.000000
2,80,97820.000000
0,20,401.000000
1,20,1604.000000
2,20,2334.000000
0,21,409.000000
1,21,1886.000000
2,21,2151.000000
0,22,536.000000
1,22,2703.000000
2,22,3030.000000
0,23,666.000000
1,23,2760.000000
2,23,3294.000000
0,24,700.000000
1,24,3176.000000
2,24,3588.000000
0,25,724.000000
1,25,3307.000000
2,25,3875.000000
0,26,643.000000
1,26,3786.000000
2,26,4334.000000
0,27,800.000000
1,27,4068.000000
2,27,4630.000000
0,28,625.000000
1,28,3991.000000
2,28,4262.000000
0,29,630.000000
1,29,4400.000000
2,29,4713.000000
0,30,601.000000
1,30,4737.000000
2,30,5136.000000
0,31,608.000000
1,31,5152.000000
2,31,5978.000000
0,32,1391.000000
1,32,8768.000000
2,32,6395.000000
0,33,627.000000
1,33,6027.000000
2,33,6423.000000
0,34,659.000000
1,34,6425.000000
2,34,6998.000000
0,35,713.000000
1,35,6964.000000
2,35,7593.000000
0,36,682.000000
1,36,7651.000000
2,36,8285.000000
0,37,722.000000
1,37,8195.000000
2,37,9438.000000
0,38,727.000000
1,38,8803.000000
2,38,9473.000000
0,39,788.000000
1,39,9574.000000
2,39,10165.000000
0,40,785.000000
1,40,10259.000000
2,40,10734.000000
0,41,769.000000
1,41,10984.000000
2,41,11317.000000
0,42,790.000000
1,42,11754.000000
2,42,13616.000000
0,43,826.000000
1,43,12479.000000
2,43,12825.000000
0,44,835.000000
1,44,13496.000000
2,44,17286.000000
0,45,1973.000000
1,45,23245.000000
2,45,19379.000000
0,46,895.000000
1,46,16359.000000
2,46,17974.000000
0,47,1384.000000
1,47,16863.000000
2,47,18575.000000
0,48,1414.000000
1,48,18002.000000
2,48,19683.000000
0,49,1479.000000
1,49,19199.000000
2,49,20714.000000
0,50,1524.000000
1,50,20454.000000
2,50,23550.000000
0,51,1060.000000
1,51,20886.000000
2,51,21472.000000
0,52,1059.000000
1,52,21697.000000
2,52,29633.000000
0,53,1839.000000
1,53,32936.000000
2,53,28916.000000
0,54,1531.000000
1,54,24979.000000
2,54,26382.000000
0,55,1180.000000
1,55,25323.000000
2,55,26147.000000
0,56,1061.000000
1,56,27821.000000
2,56,29246.000000
0,57,1106.000000
1,57,28346.000000
2,57,28768.000000
0,58,1152.000000
1,58,29852.000000
2,58,34629.000000
0,59,1567.000000
1,59,43462.000000
2,59,31920.000000
0,60,1242.000000
1,60,33312.000000
2,60,34216.000000
0,61,1219.000000
1,61,34716.000000
2,61,34688.000000
0,62,1273.000000
1,62,36233.000000
2,62,41242.000000
0,63,1899.000000
1,63,39380.000000
2,63,58223.000000
0,64,3172.000000
1,64,40800.000000
2,64,41870.000000
0,65,2019.000000
1,65,42095.000000
2,65,45321.000000
0,66,2041.000000
1,66,44358.000000
2,66,52476.000000
0,67,4198.000000
1,67,58759.000000
2,67,48698.000000
0,68,1852.000000
1,68,47742.000000
2,68,69550.000000
0,69,1533.000000
1,69,50314.000000
2,69,50414.000000
0,70,1414.000000
1,70,51890.000000
2,70,57614.000000
0,71,1512.000000
1,71,57265.000000
2,71,61609.000000
0,72,4066.000000
1,72,66247.000000
2,72,59812.000000
0,73,1503.000000
1,73,59426.000000
2,73,57774.000000
0,74,1575.000000
1,74,61906.000000
2,74,82038.000000
0,75,1549.000000
1,75,67655.000000
2,75,62766.000000
0,76,1596.000000
1,76,66170.000000
2,76,79540.000000
0,77,2797.000000
1,77,75514.000000
2,77,68427.000000
0,78,1748.000000
1,78,71762.000000
2,78,93214.000000
0,79,2542.000000
1,79,75260.000000
2,79,73939.000000
0,80,1725.000000
1,80,77489.000000
2,80,99679.000000
0,20,393.000000
1,20,1640.000000
2,20,1889.000000
0,21,487.000000
1,21,1833.000000
2,21,2264.000000
0,22,411.000000
1,22,2022.000000
2,22,2291.000000
0,23,442.000000
1,23,2271.000000
2,23,2560.000000
0,24,455.000000
1,24,2576.000000
2,24,2945.000000
0,25,490.000000
1,25,2782.000000
2,25,3108.000000
0,26,488.000000
1,26,3108.000000
2,26,3375.000000
0,27,506.000000
1,27,3391.000000
2,27,3705.000000
0,28,511.000000
1,28,3758.000000
2,28,4129.000000
0,29,534.000000
1,29,4118.000000
2,29,4492.000000
0,30,556.000000
1,30,4525.000000
2,30,4938.000000
0,31,604.000000
1,31,4970.000000
2,31,5361.000000
0,32,589.000000
1,32,5399.000000
2,32,5867.000000
0,33,629.000000
1,33,5855.000000
2,33,6310.000000
0,34,638.000000
1,34,6383.000000
2,34,6889.000000
0,35,657.000000
1,35,6907.000000
2,35,7426.000000
0,36,739.000000
1,36,7563.000000
2,36,9041.000000
0,37,772.000000
1,37,9001.000000
2,37,8934.000000
0,38,882.000000
1,38,9298.000000
2,38,10720.000000
0,39,1160.000000
1,39,9818.000000
2,39,11397.000000
0,40,781.000000
1,40,10305.000000
2,40,10862.000000
0,41,808.000000
1,41,11053.000000
2,41,11453.000000
0,42,813.000000
1,42,12108.000000
2,42,18774.000000
0,43,1446.000000
1,43,20943.000000
2,43,14730.000000
0,44,1280.000000
1,44,14348.000000
2,44,14420.000000
0,45,892.000000
1,45,14517.000000
2,45,14595.000000
0,46,969.000000
1,46,15196.000000
2,46,15653.000000
0,47,927.000000
1,47,16179.000000
2,47,16651.000000
0,48,935.000000
1,48,17305.000000
2,48,18248.000000
0,49,986.000000
1,49,18348.000000
2,49,18640.000000
0,50,999.000000
1,50,19384.000000
2,50,19963.000000
0,51,1037.000000
1,51,21403.000000
2,51,21254.000000
0,52,1059.000000
1,52,21795.000000
2,52,28331.000000
0,53,3170.000000
1,53,34935.000000
2,53,23584.000000
0,54,1040.000000
1,54,24735.000000
2,54,24542.000000
0,55,1094.000000
1,55,25467.000000
2,55,25654.000000
0,56,1106.000000
1,56,27864.000000
2,56,27792.000000
0,57,1464.000000
1,57,41311.000000
2,57,36415.000000
0,58,1143.000000
1,58,30544.000000
2,58,31146.000000
0,59,1152.000000
1,59,31499.000000
2,59,31447.000000
0,60,1160.000000
1,60,34462.000000
2,60,35808.000000
0,61,1235.000000
1,61,35026.000000
2,61,53635.000000
0,62,1826.000000
1,62,37869.000000
2,62,37287.000000
0,63,1242.000000
1,63,38013.000000
2,63,38507.000000
0,64,1310.000000
1,64,41295.000000
2,64,43090.000000
0,65,1867.000000
1,65,57264.000000
2,65,44253.000000
0,66,1348.000000
1,66,44194.000000
2,66,46342.000000
0,67,1368.000000
1,67,46408.000000
2,67,46463.000000
0,68,1382.000000
1,68,48251.000000
2,68,52426.000000
0,69,1443.000000
1,69,51057.000000
2,69,68632.000000
0,70,2310.000000
1,70,54739.000000
2,70,53332.000000
0,71,1467.000000
1,71,54154.000000
2,71,56541.000000
0,72,1560.000000
1,72,56438.000000
2,72,75219.000000
0,73,1605.000000
1,73,59948.000000
2,73,59932.000000
0,74,1563.000000
1,74,61138.000000
2,74,63218.000000
0,75,1713.000000
1,75,75888.000000
2,75,74595.000000
0,76,2311.000000
1,76,67876.000000
2,76,65861.000000
0,77,2512.000000
1,77,69161.000000
2,77,87865.000000
0,78,4362.000000
1,78,72567.000000
2,78,75618.000000
0,79,3040.000000
1,79,82012.000000
2,79,76625.000000
0,80,1696.000000
1,80,77142.000000
2,80,93951.000000
0,20,711.000000
1,20,2571.000000
2,20,1896.000000
0,21,470.000000
1,21,1815.000000
2,21,2045.000000
0,22,406.000000
1,22,2011.000000
2,22,2230.000000
0,23,410.000000
1,23,2354.000000
2,23,2591.000000
0,24,712.000000
1,24,2863.000000
2,24,2902.000000
0,25,486.000000
1,25,2849.000000
2,25,3241.000000
0,26,507.000000
1,26,3120.000000
2,26,3415.000000
0,27,504.000000
1,27,3393.000000
2,27,3647.000000
0,28,529.000000
1,28,3747.000000
2,28,4084.000000
0,29,574.000000
1,29,4132.000000
2,29,4538.000000
0,30,558.000000
1,30,4657.000000
2,30,5155.000000
0,31,601.000000
1,31,5043.000000
2,31,5411.000000
0,32,601.000000
1,32,5459.000000
2,32,5976.000000
0,33,617.000000
1,33,5898.000000
2,33,6322.000000
0,34,643.000000
1,34,6423.000000
2,34,6901.000000
0,35,663.000000
1,35,6901.000000
2,35,7481.000000
0,36,675.000000
1,36,7554.000000
2,36,8388.000000
0,37,698.000000
1,37,8673.000000
2,37,10357.000000
0,38,778.000000
1,38,9611.000000
2,38,11616.000000
0,39,1946.000000
1,39,16428.000000
2,39,11645.000000
0,40,806.000000
1,40,10467.000000
2,40,10764.000000
0,41,785.000000
1,41,10933.000000
2,41,11747.000000
0,42,1401.000000
1,42,16627.000000
2,42,12612.000000
0,43,824.000000
1,43,12532.000000
2,43,12927.000000
0,44,839.000000
1,44,13321.000000
2,44,13722.000000
0,45,881.000000
1,45,14364.000000
2,45,14741.000000
0,46,881.000000
1,46,15124.000000
2,46,22625.000000
0,47,1854.000000
1,47,26730.000000
2,47,17019.000000
0,48,919.000000
1,48,17404.000000
2,48,17794.000000
0,49,953.000000
1,49,18344.000000
2,49,18541.000000
0,50,944.000000
1,50,19210.000000
2,50,19992.000000
0,51,966.000000
1,51,20364.000000
2,51,21410.000000
0,52,1104.000000
1,52,22326.000000
2,52,23346.000000
0,53,1540.000000
1,53,23959.000000
2,53,25229.000000
0,54,1574.000000
1,54,25320.000000
2,54,33983.000000
0,55,2589.000000
1,55,33507.000000
2,55,30380.000000
0,56,1890.000000
1,56,27672.000000
2,56,27179.000000
0,57,1108.000000
1,57,28065.000000
2,57,28463.000000
0,58,1124.000000
1,58,29915.000000
2,58,29977.000000
0,59,1142.000000
1,59,31059.000000
2,59,42481.000000
0,60,2860.000000
1,60,38473.000000
2,60,34354.000000
0,61,1231.000000
1,61,35222.000000
2,61,34677.000000
0,62,1263.000000
1,62,36244.000000
2,62,37953.000000
0,63,1294.000000
1,63,38490.000000
2,63,56474.000000
0,64,1255.000000
1,64,41015.000000
2,64,41667.000000
0,65,1429.000000
1,65,41597.000000
2,65,43425.000000
0,66,1335.000000
1,66,43716.000000
2,66,63212.000000
0,67,1324.000000
1,67,46093.000000
2,67,46440.000000
0,68,1352.000000
1,68,47316.000000
2,68,47719.000000
0,69,1438.000000
1,69,49744.000000
2,69,52462.000000
0,70,1428.000000
1,70,53567.000000
2,70,64325.000000
0,71,1502.000000
1,71,55828.000000
2,71,58473.000000
0,72,1487.000000
1,72,57260.000000
2,72,58157.000000
0,73,1511.000000
1,73,59473.000000
2,73,68558.000000
0,74,3212.000000
1,74,65312.000000
2,74,64120.000000
0,75,2082.000000
1,75,63476.000000
2,75,63985.000000
0,76,1579.000000
1,76,66125.000000
2,76,73455.000000
0,77,1572.000000
1,77,69036.000000
2,77,69774.000000
0,78,1667.000000
1,78,71448.000000
2,78,98405.000000
0,79,1720.000000
1,79,77951.000000
2,79,82867.000000
0,80,2923.000000
1,80,78053.000000
2,80,105237.000000
0,20,500.000000
1,20,1601.000000
2,20,2338.000000
0,21,393.000000
1,21,1871.000000
2,21,2049.000000
0,22,546.000000
1,22,2236.000000
2,22,2322.000000
0,23,462.000000
1,23,2273.000000
2,23,2589.000000
0,24,445.000000
1,24,2528.000000
2,24,2880.000000
0,25,462.000000
1,25,2791.000000
2,25,3109.000000
0,26,493.000000
1,26,3164.000000
2,26,3653.000000
0,27,510.000000
1,27,3552.000000
2,27,3822.000000
0,28,567.000000
1,28,3918.000000
2,28,4365.000000
0,29,631.000000
1,29,4268.000000
2,29,4776.000000
0,30,581.000000
1,30,4783.000000
2,30,5148.000000
0,31,644.000000
1,31,5150.000000
2,31,5660.000000
0,32,604.000000
1,32,5688.000000
2,32,6313.000000
0,33,1116.000000
1,33,9162.000000
2,33,9006.000000
0,34,718.000000
1,34,6753.000000
2,34,7059.000000
0,35,667.000000
1,35,6931.000000
2,35,7570.000000
0,36,684.000000
1,36,7521.000000
2,36,8233.000000
0,37,709.000000
1,37,8147.000000
2,37,8744.000000
0,38,719.000000
1,38,8950.000000
2,38,9501.000000
0,39,841.000000
1,39,9420.000000
2,39,9926.000000
0,40,781.000000
1,40,10086.000000
2,40,10999.000000
0,41,799.000000
1,41,11213.000000
2,41,18128.000000
0,42,835.000000
1,42,19663.000000
2,42,13164.000000
0,43,890.000000
1,43,12820.000000
2,43,13190.000000
0,44,862.000000
1,44,13280.000000
2,44,14090.000000
0,45,900.000000
1,45,14365.000000
2,45,14909.000000
0,46,878.000000
1,46,15077.000000
2,46,15786.000000
0,47,934.000000
1,47,16544.000000
2,47,19461.000000
0,48,1657.000000
1,48,19502.000000
2,48,17739.000000
0,49,1018.000000
1,49,18194.000000
2,49,22262.000000
0,50,1037.000000
1,50,19379.000000
2,50,20298.000000
0,51,1040.000000
1,51,23135.000000
2,51,42711.000000
0,52,2866.000000
1,52,26412.000000
2,52,22271.000000
0,53,1020.000000
1,53,22709.000000
2,53,24861.000000
0,54,1087.000000
1,54,25436.000000
2,54,27603.000000
0,55,1202.000000
1,55,30506.000000
2,55,41855.000000
0,56,1211.000000
1,56,27058.000000
2,56,27449.000000
0,57,1143.000000
1,57,28267.000000
2,57,28869.000000
0,58,1182.000000
1,58,30282.000000
2,58,32469.000000
0,59,1199.000000
1,59,32584.000000
2,59,39660.000000
0,60,2370.000000
1,60,43500.000000
2,60,37053.000000
0,61,2235.000000
1,61,35777.000000
2,61,34784.000000
0,62,1239.000000
1,62,36277.000000
2,62,37113.000000
0,63,1274.000000
1,63,37732.000000
2,63,53823.000000
0,64,2092.000000
1,64,41008.000000
2,64,41128.000000
0,65,1300.000000
1,65,41776.000000
2,65,41867.000000
0,66,1321.000000
1,66,43658.000000
2,66,44632.000000
0,67,1421.000000
1,67,46337.000000
2,67,64378.000000
0,68,1391.000000
1,68,47953.000000
2,68,49320.000000
0,69,1411.000000
1,69,49435.000000
2,69,50345.000000
0,70,1438.000000
1,70,51901.000000
2,70,54869.000000
0,71,1430.000000
1,71,54693.000000
2,71,73395.000000
0,72,1492.000000
1,72,59414.000000
2,72,57951.000000
0,73,1525.000000
1,73,59646.000000
2,73,60329.000000
0,74,1573.000000
1,74,61819.000000
2,74,68693.000000
0,75,2198.000000
1,75,77771.000000
2,75,78124.000000
0,76,1630.000000
1,76,66437.000000
2,76,67711.000000
0,77,1596.000000
1,77,69540.000000
2,77,70093.000000
0,78,1621.000000
1,78,72465.000000
2,78,79198.000000
0,79,2284.000000
1,79,76132.000000
2,79,91563.000000
0,80,1701.000000
1,80,77571.000000
2,80,80838.000000
